Id,SalePrice
1461,125562.10540588073
1462,155381.6067511586
1463,175752.6863914864
1464,180422.2845126707
1465,193505.83325455736
1466,181141.64534387476
1467,170429.87999989753
1468,173605.6378784002
1469,189866.4089607031
1470,124091.63267496674
1471,207936.6765032742
1472,93020.13966000479
1473,98765.37655630035
1474,151750.59645772382
1475,145913.3676303597
1476,360394.199924377
1477,243972.58071883908
1478,296023.2330307479
1479,250676.2134197404
1480,450351.7066654362
1481,334174.43508314673
1482,202728.07338983618
1483,178377.03273432632
1484,169976.4498230624
1485,174779.7064152934
1486,201194.57794898836
1487,323308.13061060174
1488,240230.69460132142
1489,200220.9686658413
1490,191376.99509576673
1491,188184.6437083696
1492,98455.47465090573
1493,178382.41447122776
1494,279934.44881313195
1495,293870.7549801033
1496,225042.25103754748
1497,193321.55010178522
1498,154772.1961373296
1499,156089.68751000214
1500,149458.5980587514
1501,170680.40958252348
1502,160834.35797542354
1503,291723.5800329605
1504,225722.3102004173
1505,227899.0897932441
1506,178015.8775879797
1507,209319.26353991925
1508,192967.9601072845
1509,164228.9294102425
1510,155318.19778513868
1511,150879.54323987712
1512,164482.72008749403
1513,153853.284010039
1514,154805.3239533841
1515,173490.0972475231
1516,152764.49595708653
1517,149137.37858700549
1518,136479.30287799568
1519,227857.73609307047
1520,139463.90101750402
1521,144066.35735097254
1522,161232.5851770356
1523,124277.93547598322
1524,123168.76072841897
1525,124837.5050015603
1526,126674.55533903735
1527,101005.7759213331
1528,129051.37298464846
1529,146239.9644813962
1530,165680.35196696754
1531,123227.46286148891
1532,111075.5057162239
1533,143571.26022117375
1534,119915.0275700551
1535,147829.9666425273
1536,120734.6423482236
1537,75280.11977528447
1538,149433.5909153816
1539,174677.79160922184
1540,103894.90109024322
1541,144884.60754669516
1542,142190.9674170572
1543,218559.1920629415
1544,80629.02554523869
1545,110114.32337192731
1546,120501.23463009369
1547,133444.89763560073
1548,128352.00927854063
1549,108641.75726851753
1550,137103.95934872335
1551,121191.91617851246
1552,138063.28218342236
1553,141731.3167655683
1554,107700.50219468249
1555,170713.44191511904
1556,84654.63912371206
1557,129684.78363501921
1558,86074.505929393
1559,109063.86743999134
1560,140474.8528504588
1561,131423.138101762
1562,126239.113303477
1563,125088.26559325027
1564,162593.18590743488
1565,148642.99704610763
1566,200432.75203559638
1567,79684.58274602136
1568,218285.79406779175
1569,153812.89778611425
1570,127584.6623831201
1571,111278.06868255766
1572,146930.43827586318
1573,248960.38578736226
1574,125217.78317951316
1575,218654.84369735053
1576,204863.04610205686
1577,195746.832370096
1578,143038.9628097161
1579,142485.2338100267
1580,189923.53656584662
1581,136083.40408632823
1582,129651.10760576959
1583,324205.7599675779
1584,232040.22514356492
1585,141250.41777353387
1586,71127.00515311326
1587,101412.43456194672
1588,149672.71978547843
1589,108075.72411446601
1590,137080.43720444787
1591,102897.77907689384
1592,131239.21935655165
1593,116475.1834005579
1594,149479.91209271026
1595,116677.5528657202
1596,240328.53192759256
1597,170001.52064657104
1598,179372.07102374244
1599,166272.87881143502
1600,173863.03314818573
1601,76231.58874988442
1602,116204.4430941441
1603,90733.35068988315
1604,273981.8603496247
1605,235245.90432162967
1606,167003.63584837844
1607,174246.82363062812
1608,213275.26475471797
1609,186264.28566242146
1610,148318.8143821862
1611,148814.66996712223
1612,165659.00382946656
1613,166792.8218200962
1614,125369.78946052477
1615,91060.32839117933
1616,83791.62065406263
1617,91917.59171571775
1618,126328.38036443538
1619,127577.52140052165
1620,159812.83385771394
1621,136658.80701938347
1622,146708.2823707983
1623,273792.3871232447
1624,204874.5276724381
1625,126229.17282455863
1626,170043.09965739783
1627,182689.1012350946
1628,263710.98823579674
1629,173600.61999487178
1630,367563.2895528968
1631,200246.06872660716
1632,238973.0351196573
1633,169846.80662752368
1634,181443.17975201487
1635,177789.45646052118
1636,157560.28565342224
1637,180158.5576954121
1638,192527.045718391
1639,180440.98321516573
1640,264823.5486796858
1641,180276.32441456217
1642,226906.06084438256
1643,222196.75124404847
1644,220670.25370635444
1645,180664.78358938583
1646,158332.14635165056
1647,168079.60673309883
1648,146027.48470136008
1649,136952.22571381176
1650,126052.74151805624
1651,121660.6001366022
1652,93916.11299491969
1653,94362.16364697892
1654,156790.02495939782
1655,161660.70208187983
1656,152768.64424488862
1657,156037.6431289271
1658,156202.2496826072
1659,148785.86551540965
1660,143436.74042146423
1661,430497.743040176
1662,363869.34557463526
1663,379265.3186341081
1664,458730.56631114153
1665,302262.1747584115
1666,320802.5132960461
1667,368871.7627768813
1668,326348.78748609615
1669,293690.5700890357
1670,334460.42909783026
1671,272342.22496158467
1672,449943.0777153034
1673,281270.82412877964
1674,248862.15084890288
1675,185514.7683348051
1676,187725.7529104969
1677,213658.83354874194
1678,472301.54657735873
1679,382320.18317869055
1680,324269.2070162959
1681,223542.11370993502
1682,299829.9654158523
1683,188989.58515459936
1684,171359.50251413925
1685,172716.62023855973
1686,169790.7845300199
1687,167019.2992069923
1688,188048.60350502643
1689,183014.71256680213
1690,183803.61687819732
1691,176195.62455755693
1692,232266.52974500833
1693,168399.109636982
1694,180274.5744522827
1695,169172.71171758912
1696,274192.933999737
1697,169863.8423752242
1698,349391.8528016744
1699,329934.55110728275
1700,239967.4397402127
1701,262828.57373726397
1702,254768.09329234684
1703,252642.52956165076
1704,284925.03202736867
1705,215031.09077610634
1706,442877.03742209903
1707,217142.8810655943
1708,212451.77027886634
1709,269488.4486855965
1710,217632.63704242677
1711,229312.08237823212
1712,245848.67688685464
1713,269835.0260762126
1714,225984.58692535615
1715,200321.1229437311
1716,177165.75543896848
1717,166512.7669747974
1718,139188.3575192676
1719,206673.13285988866
1720,245010.05987116692
1721,164746.29609210297
1722,133662.07552216641
1723,154070.55154180402
1724,213259.42089681726
1725,228431.61077698038
1726,188296.0797908616
1727,172180.59431253193
1728,182692.77497968503
1729,160742.10490350085
1730,134434.91447127942
1731,123621.6726027427
1732,132062.4306089881
1733,125056.55618949662
1734,127157.46461591536
1735,131427.05368452895
1736,117574.13655154343
1737,328373.2891422659
1738,210236.50686305264
1739,303784.62352211255
1740,188762.8678567639
1741,181485.19517190594
1742,168837.02126265506
1743,171054.0988590911
1744,291428.9511344189
1745,243395.23375022903
1746,196790.88505809885
1747,203189.77688521703
1748,205504.0326774826
1749,163738.96154723462
1750,147403.97571329316
1751,233267.4860117888
1752,124318.04573483822
1753,147112.32823297888
1754,215024.15174127472
1755,166744.00885060095
1756,125900.20300343215
1757,120594.01511994816
1758,152052.77160284662
1759,163164.25738740293
1760,162100.5841969862
1761,150799.07630610067
1762,170787.40542888577
1763,161372.28567619252
1764,118215.5170690184
1765,160162.6915287129
1766,167677.13788320214
1767,196205.653802105
1768,140575.95717320414
1769,167269.8992600318
1770,136995.59287308506
1771,136051.409812034
1772,137493.4967168922
1773,143987.71800944346
1774,133808.1246014016
1775,136450.1717051598
1776,121630.12271685542
1777,113595.78226424752
1778,129870.10580655688
1779,106441.94577846659
1780,174446.25896630692
1781,135058.2971717026
1782,94006.31157780653
1783,131418.54744646797
1784,92883.52283937304
1785,121860.35602940357
1786,141672.69969702567
1787,160882.04270750115
1788,64909.3331292271
1789,90508.03364705923
1790,85884.70552076829
1791,175416.66767069182
1792,151762.82490862787
